Transaction_ID,Company_Name,Industry_Sector,Transaction_Amount_INR,Cybersecurity_Risk_Level,Forensic_Audit_Conducted,Fraud_Detected,Fraud_Type,Anomaly_Score,Cybersecurity_Breach
33693,Company_33693,Manufacturing,3363548,High,Yes,No,None,0.7,Yes
33694,Company_33694,Retail,1465709,High,Yes,No,None,0.92,Yes
33695,Company_33695,Banking,1490671,High,Yes,No,None,0.83,No
33696,Company_33696,Healthcare,3893209,High,No,No,None,0.91,No
33697,Company_33697,Retail,3575637,Medium,No,No,None,0.73,No
33698,Company_33698,Manufacturing,2142139,Low,No,Yes,Financial Statement Fraud,0.63,No
33699,Company_33699,Healthcare,2902161,Low,No,No,None,0.28,No
33700,Company_33700,E-commerce,683871,High,Yes,No,None,0.57,No
33701,Company_33701,Retail,2763183,Low,Yes,No,None,0.26,No
33702,Company_33702,E-commerce,3102129,High,No,No,None,0.02,No
33703,Company_33703,IT Services,564163,Medium,No,No,None,0.73,No
33704,Company_33704,Retail,2396782,High,No,No,None,0.46,No
33705,Company_33705,Healthcare,1169384,High,Yes,No,None,0.85,No
33706,Company_33706,E-commerce,4925272,Low,No,Yes,Financial Statement Fraud,0.26,No
33707,Company_33707,IT Services,2650100,Medium,No,No,None,0.47,No
33708,Company_33708,E-commerce,3321801,High,No,No,None,0.32,No
33709,Company_33709,Manufacturing,282738,High,Yes,No,None,0.53,No
33710,Company_33710,Banking,2395351,Medium,No,No,None,0.04,No
33711,Company_33711,E-commerce,2504132,Medium,No,No,None,0.37,No
33712,Company_33712,Manufacturing,4807127,Medium,No,No,None,0.78,No
33713,Company_33713,Banking,4152406,High,No,No,None,0.56,No
33714,Company_33714,Banking,728038,Medium,No,No,None,0.95,No
33715,Company_33715,Healthcare,1870786,Medium,No,No,None,0.97,No
33716,Company_33716,IT Services,1023754,Medium,No,No,None,0.89,No
33717,Company_33717,IT Services,797888,Medium,No,No,None,0.94,No
33718,Company_33718,Retail,174678,Low,Yes,No,None,0.75,No
33719,Company_33719,Manufacturing,4192916,Medium,No,Yes,Asset Misappropriation,0.66,No
33720,Company_33720,Healthcare,3095081,High,No,Yes,Identity Theft,0.59,No
33721,Company_33721,E-commerce,1749365,Low,Yes,Yes,Identity Theft,0.51,No
33722,Company_33722,Manufacturing,3706869,High,No,No,None,0.8,Yes
33723,Company_33723,E-commerce,404181,High,Yes,Yes,Identity Theft,0.88,No
33724,Company_33724,E-commerce,3179408,Low,No,No,None,0.45,No
33725,Company_33725,E-commerce,190591,Low,Yes,No,None,0.77,No
33726,Company_33726,Retail,4700243,Medium,No,Yes,Corruption,0.75,No
33727,Company_33727,Retail,1167683,Medium,No,No,None,0.73,No
33728,Company_33728,Healthcare,3830805,Low,No,No,None,0.06,No
33729,Company_33729,Retail,4048887,Low,Yes,Yes,Identity Theft,0.53,No
33730,Company_33730,Healthcare,3569661,Medium,No,Yes,Corruption,0.24,No
33731,Company_33731,Retail,1332414,Medium,No,No,None,0.41,No
33732,Company_33732,IT Services,2645767,Medium,No,No,None,0.35,No
33733,Company_33733,Healthcare,869520,Medium,No,No,None,0.07,No
33734,Company_33734,IT Services,3626780,High,No,No,None,0.4,No
33735,Company_33735,IT Services,2539390,Medium,No,No,None,0.31,No
33736,Company_33736,Healthcare,1621056,High,Yes,No,None,0.82,Yes
33737,Company_33737,Manufacturing,741084,Low,No,No,None,0.88,Yes
33738,Company_33738,Banking,1684694,High,No,Yes,Corruption,0.69,Yes
33739,Company_33739,Retail,139154,High,No,No,None,0.11,No
33740,Company_33740,E-commerce,4131621,Low,No,No,None,0.76,Yes
33741,Company_33741,Retail,4303892,Low,Yes,No,None,0.06,No
33742,Company_33742,E-commerce,2954980,Medium,Yes,No,None,0.11,No
33743,Company_33743,Manufacturing,2671685,Medium,No,No,None,0.83,No
33744,Company_33744,Banking,2939296,Medium,No,Yes,Corruption,0.63,No
33745,Company_33745,Manufacturing,2221470,High,Yes,No,None,0.15,No
33746,Company_33746,Banking,722566,Low,No,Yes,Financial Statement Fraud,0.68,Yes
33747,Company_33747,Healthcare,3522763,High,No,No,None,0.71,No
33748,Company_33748,Healthcare,1147361,Low,No,Yes,Asset Misappropriation,0.12,No
33749,Company_33749,E-commerce,3668875,Medium,No,Yes,Financial Statement Fraud,0.17,No
33750,Company_33750,IT Services,3873418,Low,Yes,No,None,0.32,No
33751,Company_33751,IT Services,1832437,Low,No,Yes,Financial Statement Fraud,0.27,No
33752,Company_33752,E-commerce,1201526,Medium,Yes,Yes,Identity Theft,0.56,No
33753,Company_33753,Healthcare,3591833,High,Yes,No,None,0.84,Yes
33754,Company_33754,E-commerce,1458191,Medium,Yes,No,None,0.07,No
33755,Company_33755,IT Services,4477791,Low,No,No,None,0.53,No
33756,Company_33756,E-commerce,3851976,High,No,Yes,Asset Misappropriation,0.69,No
33757,Company_33757,Healthcare,1695022,High,Yes,No,None,0.13,No
33758,Company_33758,Manufacturing,1387353,Low,No,Yes,Identity Theft,0.24,No
33759,Company_33759,Retail,2813296,Medium,No,No,None,0.53,Yes
33760,Company_33760,Healthcare,2254458,Medium,No,Yes,Corruption,0.49,No
33761,Company_33761,E-commerce,2363225,Low,Yes,No,None,0.91,No
33762,Company_33762,Healthcare,3796476,Low,No,No,None,0.31,No
33763,Company_33763,Healthcare,1139137,High,Yes,No,None,0.22,No
33764,Company_33764,IT Services,2403364,Medium,No,No,None,0.61,No
33765,Company_33765,E-commerce,1125641,High,No,No,None,0.12,No
33766,Company_33766,IT Services,4989101,Low,Yes,No,None,0.34,No
33767,Company_33767,E-commerce,1754504,High,Yes,No,None,0.79,Yes
33768,Company_33768,IT Services,4054841,High,No,No,None,0.1,No
33769,Company_33769,IT Services,496245,Medium,Yes,No,None,0.6,No
33770,Company_33770,Manufacturing,765341,High,No,Yes,Financial Statement Fraud,0.4,No
33771,Company_33771,Healthcare,3083835,Medium,No,No,None,0.98,No
33772,Company_33772,Manufacturing,3270766,Medium,No,No,None,0.63,No
33773,Company_33773,IT Services,758994,Medium,No,No,None,0.68,No
33774,Company_33774,Manufacturing,2712389,Low,No,No,None,0.74,No
33775,Company_33775,Healthcare,488469,Low,No,No,None,0.86,No
33776,Company_33776,Healthcare,1132097,High,No,No,None,0.79,No
33777,Company_33777,IT Services,3201856,Medium,No,No,None,0.28,No
33778,Company_33778,Healthcare,4871749,Medium,No,No,None,0.4,No
33779,Company_33779,Manufacturing,4148361,High,No,Yes,Financial Statement Fraud,0.53,No
33780,Company_33780,Banking,749845,Low,No,No,None,0.64,No
33781,Company_33781,Healthcare,2261464,High,No,Yes,Corruption,0.49,No
33782,Company_33782,Manufacturing,528890,High,No,No,None,0.95,No
33783,Company_33783,Manufacturing,2241541,High,Yes,No,None,0.69,No
33784,Company_33784,Manufacturing,1614063,High,No,No,None,0.85,No
33785,Company_33785,Healthcare,4814909,High,No,Yes,Financial Statement Fraud,0.72,No
33786,Company_33786,Banking,4918213,High,No,No,None,0.32,No
33787,Company_33787,IT Services,3193081,High,No,No,None,0.88,No
33788,Company_33788,IT Services,2258723,Low,Yes,No,None,0.18,No
33789,Company_33789,Healthcare,1864767,High,Yes,No,None,0.19,No
33790,Company_33790,Healthcare,2672981,Low,Yes,No,None,0.72,No
33791,Company_33791,Retail,4984303,Medium,No,No,None,0.53,No
33792,Company_33792,E-commerce,3790196,High,No,No,None,0.56,No
33793,Company_33793,Banking,1183633,Medium,No,No,None,0.26,No
33794,Company_33794,Manufacturing,3854075,Medium,No,No,None,0.39,No
33795,Company_33795,E-commerce,3123338,High,No,No,None,0.34,No
33796,Company_33796,Manufacturing,2954025,High,No,No,None,0,No
33797,Company_33797,E-commerce,3206718,Low,Yes,Yes,Corruption,0.34,No
33798,Company_33798,IT Services,4412585,Medium,No,No,None,0.95,No
33799,Company_33799,E-commerce,658092,Low,Yes,No,None,0.24,No
33800,Company_33800,Healthcare,1017280,Low,No,No,None,0.74,No
33801,Company_33801,Banking,3744104,High,Yes,No,None,0.67,No
33802,Company_33802,IT Services,4562074,High,No,No,None,0.38,No
33803,Company_33803,E-commerce,1568723,Low,No,No,None,0.51,No
33804,Company_33804,Banking,2961409,Medium,Yes,No,None,0.92,No
33805,Company_33805,Healthcare,4599605,Low,No,No,None,0.56,No
33806,Company_33806,Manufacturing,3377478,Low,No,No,None,0.7,No
33807,Company_33807,Retail,3464642,Medium,No,Yes,Corruption,0.79,No
33808,Company_33808,Banking,3742872,Low,Yes,No,None,0.17,No
33809,Company_33809,Manufacturing,1428885,Low,No,No,None,0.2,No
33810,Company_33810,Banking,3873187,Medium,No,No,None,0.4,No
33811,Company_33811,Banking,1257508,Low,No,No,None,0.52,No
33812,Company_33812,Banking,3963625,High,No,No,None,0.52,No
33813,Company_33813,Healthcare,3712023,Medium,No,Yes,Identity Theft,0.89,No
33814,Company_33814,IT Services,2379484,Low,No,No,None,0.62,Yes
33815,Company_33815,Banking,4689685,High,Yes,No,None,0.78,Yes
33816,Company_33816,Healthcare,675620,Low,Yes,No,None,0.56,No
33817,Company_33817,Retail,2824557,Low,Yes,No,None,0.32,No
33818,Company_33818,IT Services,3345446,Low,No,No,None,0.65,No
33819,Company_33819,Healthcare,1195850,Low,No,No,None,0.53,No
33820,Company_33820,Retail,1644229,High,No,No,None,0.05,No
33821,Company_33821,IT Services,549397,Medium,No,Yes,Identity Theft,0.56,No
33822,Company_33822,Healthcare,4498825,High,No,No,None,0.13,No
33823,Company_33823,Retail,4115771,Low,No,Yes,Asset Misappropriation,0.07,No
33824,Company_33824,Healthcare,4894801,High,No,No,None,0.96,Yes
33825,Company_33825,Retail,3578742,Medium,No,No,None,0.67,No
33826,Company_33826,Banking,2256177,High,No,No,None,0.22,No
33827,Company_33827,Banking,1972436,Medium,Yes,No,None,0.92,No
33828,Company_33828,IT Services,1721599,High,Yes,No,None,0.65,No
33829,Company_33829,Retail,1871673,High,No,No,None,0.82,No
33830,Company_33830,Banking,1931267,Medium,Yes,No,None,0.02,No
33831,Company_33831,IT Services,115251,Low,No,No,None,0.12,No
33832,Company_33832,Manufacturing,3864951,High,No,No,None,0.4,No
33833,Company_33833,Banking,2899864,Low,No,Yes,Financial Statement Fraud,0.65,No
33834,Company_33834,Banking,2460305,Medium,Yes,No,None,0.94,No
33835,Company_33835,E-commerce,4482794,Medium,Yes,No,None,0.11,No
33836,Company_33836,Healthcare,1044104,High,No,No,None,0.45,No
33837,Company_33837,Manufacturing,4910704,Medium,No,No,None,0.67,No
33838,Company_33838,Retail,2775242,High,No,Yes,Asset Misappropriation,0.74,No
33839,Company_33839,IT Services,4891127,High,No,No,None,0.44,No
33840,Company_33840,Manufacturing,4042419,Low,No,No,None,0.82,No
33841,Company_33841,Retail,1323288,Low,Yes,Yes,Identity Theft,0.2,No
33842,Company_33842,Banking,1312493,Medium,No,No,None,0.23,No
33843,Company_33843,E-commerce,2258766,Medium,No,No,None,0.17,No
33844,Company_33844,IT Services,4144219,Medium,No,No,None,0.11,No
33845,Company_33845,IT Services,1417989,Low,No,No,None,0.15,No
33846,Company_33846,Manufacturing,1100244,Low,Yes,No,None,0.75,No
33847,Company_33847,Healthcare,2189138,Medium,No,No,None,0.62,No
33848,Company_33848,Retail,3286848,Low,No,No,None,0.64,No
33849,Company_33849,E-commerce,877723,High,Yes,No,None,0.09,No
33850,Company_33850,E-commerce,431198,High,Yes,No,None,0.47,No
33851,Company_33851,Manufacturing,1521597,Low,No,No,None,0.87,No
33852,Company_33852,Healthcare,2875947,Low,No,No,None,0.84,No
33853,Company_33853,Healthcare,4339791,Medium,Yes,Yes,Asset Misappropriation,0.16,No
33854,Company_33854,Healthcare,274608,High,Yes,No,None,0.94,No
33855,Company_33855,IT Services,4607036,Medium,No,No,None,0.02,No
33856,Company_33856,Retail,1312207,High,Yes,No,None,0.78,No
33857,Company_33857,Retail,1095922,Medium,No,No,None,0.09,No
33858,Company_33858,Manufacturing,95281,Medium,Yes,No,None,0.11,No
33859,Company_33859,Banking,4987283,Medium,No,No,None,0.42,No
33860,Company_33860,Manufacturing,3211224,Low,No,No,None,0.71,No
33861,Company_33861,Retail,2060237,Medium,Yes,No,None,0.17,No
33862,Company_33862,IT Services,1303746,High,No,No,None,0.26,No
33863,Company_33863,Manufacturing,1698082,Low,No,No,None,0.48,No
33864,Company_33864,Banking,4619051,Medium,No,Yes,Asset Misappropriation,0.82,No
33865,Company_33865,E-commerce,2953428,High,No,No,None,0.8,No
33866,Company_33866,Manufacturing,2763254,Medium,No,No,None,0.15,Yes
33867,Company_33867,Healthcare,4578257,Medium,No,Yes,Identity Theft,0.48,No
33868,Company_33868,Banking,694122,Medium,No,No,None,0.96,No
33869,Company_33869,Healthcare,139690,Medium,No,No,None,0.99,No
33870,Company_33870,IT Services,3739965,High,Yes,No,None,0.87,No
33871,Company_33871,Retail,3310706,Low,Yes,No,None,0.76,No
33872,Company_33872,Manufacturing,3901342,Low,Yes,No,None,0.29,No
33873,Company_33873,Manufacturing,2824687,High,No,No,None,0.44,No
33874,Company_33874,Healthcare,3496972,Medium,No,No,None,0.68,No
33875,Company_33875,Healthcare,4308475,High,Yes,No,None,0.33,No
33876,Company_33876,Retail,610535,Low,Yes,No,None,0.45,No
33877,Company_33877,Manufacturing,2420733,Low,No,No,None,0.09,No
33878,Company_33878,Retail,2815521,Medium,No,No,None,0.37,No
33879,Company_33879,Healthcare,4356606,Medium,No,Yes,Asset Misappropriation,0.38,No
33880,Company_33880,E-commerce,2257481,Medium,No,Yes,Identity Theft,0.84,No
33881,Company_33881,Healthcare,1867985,Medium,No,No,None,0.03,No
33882,Company_33882,Banking,4917270,High,Yes,No,None,0.32,No
33883,Company_33883,Healthcare,2691519,High,Yes,No,None,0.63,No
33884,Company_33884,Healthcare,4726634,High,Yes,No,None,0.44,No
33885,Company_33885,E-commerce,3516293,Medium,Yes,No,None,0.16,Yes
33886,Company_33886,Retail,388862,Medium,No,Yes,Identity Theft,0.82,No
33887,Company_33887,Banking,2648616,Low,No,No,None,0.12,No
33888,Company_33888,Banking,4447948,Medium,No,No,None,0.28,No
33889,Company_33889,Manufacturing,3577770,High,Yes,No,None,0.81,No
33890,Company_33890,E-commerce,1227234,High,No,No,None,0.05,No
33891,Company_33891,IT Services,1193705,High,No,No,None,0.06,No
33892,Company_33892,Manufacturing,4512929,High,No,No,None,0.77,No
33893,Company_33893,Manufacturing,2402352,Medium,No,No,None,0.29,No
33894,Company_33894,Manufacturing,4694045,Medium,No,No,None,0.86,No
33895,Company_33895,Banking,796279,Medium,No,No,None,0.03,No
33896,Company_33896,Retail,1507494,Low,No,No,None,0.91,No
33897,Company_33897,Healthcare,3948050,Low,No,No,None,0.34,No
33898,Company_33898,Banking,4056723,Medium,Yes,No,None,0.99,No
33899,Company_33899,Healthcare,97974,Medium,No,No,None,0.33,No
33900,Company_33900,Healthcare,56814,Medium,Yes,No,None,0.69,No
33901,Company_33901,IT Services,4571897,Medium,No,No,None,0.59,No
33902,Company_33902,Manufacturing,4864317,Medium,No,No,None,0.18,Yes
33903,Company_33903,IT Services,3701541,High,No,No,None,0.25,No
33904,Company_33904,Manufacturing,3790068,Low,Yes,No,None,0.5,Yes
33905,Company_33905,Banking,3816738,Medium,Yes,No,None,0.94,No
33906,Company_33906,Healthcare,2503553,High,Yes,Yes,Asset Misappropriation,0.63,No
33907,Company_33907,IT Services,846820,Low,No,No,None,0.66,Yes
33908,Company_33908,E-commerce,8184,High,No,No,None,0.64,No
33909,Company_33909,Banking,3855590,Low,Yes,No,None,0.58,Yes
33910,Company_33910,Banking,4308704,High,No,No,None,0.67,Yes
33911,Company_33911,E-commerce,3610597,Medium,No,Yes,Asset Misappropriation,0.04,No
33912,Company_33912,Manufacturing,1238772,High,Yes,No,None,0.1,No
33913,Company_33913,Healthcare,2125001,Medium,Yes,No,None,0.86,No
33914,Company_33914,Manufacturing,1858116,High,No,No,None,0.26,No
33915,Company_33915,Manufacturing,2321346,High,Yes,Yes,Asset Misappropriation,0.31,No
33916,Company_33916,Banking,4393693,High,No,No,None,0.47,No
33917,Company_33917,Manufacturing,2974815,Medium,No,No,None,0.09,No
33918,Company_33918,Retail,3755549,Medium,No,No,None,0.73,No
33919,Company_33919,E-commerce,4433324,Medium,No,No,None,0.62,No
33920,Company_33920,E-commerce,2356644,High,Yes,No,None,0.74,No
33921,Company_33921,Healthcare,1066949,High,Yes,No,None,0.2,No
33922,Company_33922,E-commerce,3410820,Medium,No,No,None,0.1,No
33923,Company_33923,Manufacturing,3504034,Medium,No,No,None,0.1,No
33924,Company_33924,Manufacturing,4157438,Low,Yes,Yes,Corruption,0.05,No
33925,Company_33925,IT Services,1196964,Low,No,No,None,0.17,No
33926,Company_33926,Healthcare,3755740,Medium,Yes,No,None,0.27,No
33927,Company_33927,Healthcare,2865367,High,No,No,None,0.18,No
33928,Company_33928,E-commerce,1179496,Medium,Yes,No,None,0.15,No
33929,Company_33929,Manufacturing,3913260,Medium,No,Yes,Corruption,0.15,No
33930,Company_33930,Retail,2075371,Medium,No,No,None,0.82,No
33931,Company_33931,IT Services,4475634,Low,No,No,None,0.47,No
33932,Company_33932,Retail,339858,High,Yes,No,None,0.07,No
33933,Company_33933,Manufacturing,3278069,Medium,No,No,None,0.03,Yes
33934,Company_33934,Healthcare,3045895,Medium,No,No,None,0.79,No
33935,Company_33935,Healthcare,1875103,Low,No,No,None,0.14,No
33936,Company_33936,Retail,400436,Medium,No,No,None,0.32,No
33937,Company_33937,Banking,4068505,High,No,No,None,0.27,No
33938,Company_33938,Manufacturing,2860197,Medium,No,No,None,0.36,No
33939,Company_33939,Healthcare,2394352,Medium,Yes,No,None,0.43,No
33940,Company_33940,E-commerce,2796422,Low,Yes,No,None,0.76,No
33941,Company_33941,Banking,2723677,Low,No,No,None,0.64,No
33942,Company_33942,Healthcare,1749145,High,Yes,No,None,0.72,No
33943,Company_33943,E-commerce,3830864,Low,No,Yes,Asset Misappropriation,0.08,No
33944,Company_33944,Healthcare,2381752,Low,Yes,No,None,0,No
33945,Company_33945,Banking,4350047,High,Yes,No,None,0.25,No
33946,Company_33946,Retail,2274901,Low,Yes,No,None,0.57,No
33947,Company_33947,Manufacturing,595818,Medium,No,Yes,Identity Theft,0.11,No
33948,Company_33948,Banking,4567994,Low,Yes,No,None,0.02,No
33949,Company_33949,Banking,88728,High,Yes,No,None,0.11,No
33950,Company_33950,Healthcare,2906142,Low,No,No,None,0.81,No
33951,Company_33951,E-commerce,1631037,Low,Yes,Yes,Identity Theft,0.57,Yes
33952,Company_33952,Banking,1190727,Medium,No,No,None,0.08,No
33953,Company_33953,Manufacturing,4667175,High,Yes,Yes,Identity Theft,0.62,No
33954,Company_33954,Retail,496476,High,Yes,No,None,0.92,No
33955,Company_33955,E-commerce,1881919,Low,Yes,No,None,0.82,Yes
33956,Company_33956,Retail,1096765,High,Yes,No,None,0.39,No
33957,Company_33957,Retail,1638115,High,No,No,None,0.76,No
33958,Company_33958,Manufacturing,3645608,High,No,No,None,0.36,No
33959,Company_33959,Healthcare,4060172,High,Yes,Yes,Corruption,0.71,No
33960,Company_33960,E-commerce,3472459,Medium,No,Yes,Financial Statement Fraud,0.17,No
33961,Company_33961,E-commerce,1498385,High,No,Yes,Asset Misappropriation,0.53,No
33962,Company_33962,Manufacturing,1960105,Medium,No,No,None,0.27,No
33963,Company_33963,E-commerce,704956,Low,Yes,No,None,0.54,No
33964,Company_33964,Banking,2942041,High,No,No,None,0.63,No
33965,Company_33965,IT Services,2145273,Low,Yes,No,None,0.99,No
33966,Company_33966,IT Services,4649977,Low,Yes,No,None,0.06,No
33967,Company_33967,IT Services,1366649,High,Yes,No,None,0.93,No
33968,Company_33968,Retail,3009314,Low,No,No,None,0.72,No
33969,Company_33969,E-commerce,3897828,High,No,Yes,Identity Theft,0.07,No
33970,Company_33970,Manufacturing,521651,High,Yes,No,None,0.76,No
33971,Company_33971,E-commerce,472744,Low,No,No,None,0.1,No
33972,Company_33972,Manufacturing,817098,High,No,No,None,0.49,Yes
33973,Company_33973,E-commerce,3320273,Medium,Yes,No,None,0.01,No
33974,Company_33974,Retail,3420002,Medium,Yes,No,None,0.33,No
33975,Company_33975,Banking,2328614,High,Yes,No,None,0.82,Yes
33976,Company_33976,IT Services,941758,Medium,No,Yes,Asset Misappropriation,0.29,Yes
33977,Company_33977,IT Services,3333186,High,Yes,No,None,0.6,No
33978,Company_33978,E-commerce,1525480,Low,No,No,None,0.53,No
33979,Company_33979,Retail,202312,High,No,No,None,0.94,No
33980,Company_33980,IT Services,1945082,High,No,Yes,Asset Misappropriation,0.2,No
33981,Company_33981,E-commerce,4909438,Medium,Yes,No,None,0.56,No
33982,Company_33982,Healthcare,3579890,Low,No,Yes,Asset Misappropriation,0.25,Yes
33983,Company_33983,E-commerce,629016,Medium,No,No,None,0.16,No
33984,Company_33984,Manufacturing,4717924,High,No,No,None,0.2,No
33985,Company_33985,IT Services,3792050,Medium,No,No,None,0.46,No
